,script
2973,歌手助阵新冠 #新冠肺炎  #音乐会  #艾薇儿 #抗疫  #车载音乐  #dou热门  @DOU+小助手
2974,歌颂抗疫勇敢的保洁工！#致敬！#保洁#抗疫@抖音小助手
2975,正在公示！丽江市人民医院副院长陈耀武入选抗疫国家级拟表彰对象！#抗疫 #先进个人
2976,正安的一群普通人，有的还是00后，只因职责所在，病毒来了，他们将站在最前线，刷到的能点个赞么？#贵州正安#抗疫
2977,此刻，只想说：兄弟，加油💪等你平安返航#致敬英雄 #抗疫
2978,此前的2月20日，29岁的武汉医生彭银华因感染新冠肺炎去世，今天他的妻子生下一名女婴，点❤️ 祝福！#抗疫
2979,此次抗击新冠肺炎救民族于危难时刻，冲在前线的是一切参加抗疫救援队的医护人员，他们是最可爱的人！#抗疫
2980,此生无悔入华夏 来世再做中国人！亮点在末尾三秒#声音美容#抗疫 @抖音小助手
2981,此生无悔入华夏，来世还做中国人#默哀 #抗疫
2982,此生无悔入华夏，来世还做中国人！你呢？评论区说说！#抗疫 #历害了我的国
2983,此赞非彼赞，太多的心酸，太多的苦楚，太多的理由，太多的无奈，太多的你不懂我的心#抗疫
2984,武契奇再发推感谢中国帮助！#塞尔维亚 #武契奇 #武契奇577 #抗疫 #海外 #抖音热门
2985,武汉 #无人配送车被国博永久收藏， #抗疫期间往 #医院运送包裹.3万件
2986,武汉#抗疫 歌曲《等你凯旋》#正能量 #感谢抖音感谢抖音平台  愿一线抗疫人员早日凯旋归来❤@DOU+小助手
2987,武汉32张感恩海报，同“甘”共苦，热干面好样的#抗疫
2988,武汉4家方舱医院 家休舱#抗疫#抗疫必胜 #武汉加油
2989,武汉90后小学音乐老师华雨辰：#抗疫！我选择站出来！#我的战疫时光
2990,武汉一夜封城只是听闻，石家庄一夜封城却是亲历，愿疫情过去，一切安好！#全民核酸检测 #抗疫 #白衣天使加油
2991,武汉一夜封城只是听闻，石家庄一夜封城却是亲历，愿疫情过去，一切安好！#全民核酸检测#抗疫#白衣天使加油#石家庄
2992,武汉一夜封城，只是听闻，石家庄一夜封城，却是亲历，愿一切安好，加油河北，加油石家庄！#石家庄#疫情 #抗疫
2993,武汉加油！中国必胜！故人直奔黄鹤楼，相约胜利还扬州！#扬州 #抗疫
2994,武汉加油，中国加油！#抗疫  #中国煤科@抖音小助手 @Dou热门
2995,武汉加油，中国加油，#抗疫#加油中国人@DOU+小助手 @抖音小助手
2996,武汉协和医院来了位新员工— 送餐机器人！免接触，减少交叉感染，护卫一线医护人员安全。#抗疫#全民防疫
2997,武汉发布海报谢谢江西医疗队，我记住了#楚河汉街 ，有时间一定去看看？#武汉32张感恩海报 #江西 #抗疫
2998,武汉坠楼护士，抗疫时曾被病人呼出气体直接喷到脸上。#抗疫 #护士 #医院 @抖音小助手
2999,武汉大学人民院隔离病房里的一幕，来自四川医疗队的“小仙女”陈小燕收获了一首歌@抖音小助手 #抗疫
3000,武汉大学：凡投身湖北省疫情防治一线的湖北和援鄂医务人员子女，今年高考被武汉大学录取的人奖0000元！#抗疫
3001,武汉客厅抗疫展览 致敬白衣天使 #武汉加油  #抗疫  #武汉客厅方舱故事
3002,武汉客厅方舱医院全面消毒后将休舱#抗疫#抗疫必胜 #武汉加油
3003,武汉市中心医院胸外科副主任医师易凡已于5月6日从普通病房出院 #抗疫 #英雄
3004,武汉市委书记王忠林：9日就是交卷时间，再发现一例居家确诊和疑似病人，拿区委书记、区长是问！#抗疫 #加油 @
3005,武汉市第三医院抗疫纪录片《战疫时刻》第一章—爆发  #抗疫  #全国抗击新冠疫情表彰大会
3006,武汉战疫的LOGO由我设计，天天进出小区看见一次扫一次，很有成就感。#我在武汉 #设计师 #抗疫 @抖音小助手
3007,武汉抗疫护士和丈夫看慰问演出时身亡，涉事剧场：两人被解除劳动关系。#武汉 #抗疫 @抖音小助手
3008,武汉抗疫护士和丈夫看慰问演出时，双双身亡。#武汉 #抗疫 #白衣天使 @抖音小助手
3009,武汉护士李含许愿想要#张信哲 签名，大佬回话了，想办一场演唱会，请#抗疫 一线的医护人员参加。哇哇～
3010,武汉新生军训组方阵致敬抗疫英雄#抗疫 #武汉 #军训 @抖音小助手
3011,武汉方舱医院响起暖心的“浙江声音” #抗疫
3012,武汉是个英雄的城市，中国是个英雄的国家！#中国加油 #英雄 #武汉 #抗疫 #团结
3013,武汉樱花已盛开，疫情一去不复来！#武大樱花直播 #武大樱花 #抗疫#中国加油
3014,武汉江夏区抗疫先进巡展#全国抗疫先进集体 #我爱你中国 #抗疫#新中国成立7周年
3015,武汉江夏区抗疫先进巡展#我爱我的国我爱我的家  #我爱你中国 #抗疫#新中国成立7周年 #这就是江夏
3016,武汉疫情爆发我没害怕，北京爆发我也没害怕，但#邢台 疫情有了我害怕了，因为我爱的人和爱我的人都在这里#抗疫
3017,武汉第二次“大会战” 全员核算筛查，日均检测百万人#抗疫
3018,武汉网格员母亲一线抗疫，双胞胎女儿互相监督，今年高考均过一本❤️#高考 #抗疫
3019,武汉要解禁了，可以发教材科！同学们开心么？哈哈哈！#抗疫 #武汉加油
3020,武汉解封已经37天了，东西湖区又发现新冠病毒患者#抗疫 @抖音小助手
3021,武汉解封，为何武汉台胞回台还要包机？ 台当局抗疫为何如此“双标”？#武汉解封 #台湾#抗疫
3022,武汉金银潭医院夏医生说着说着就哭了，“我们已经做了一个医务工作者，所能做的一切……”（央视新闻）#湖北 #抗疫
3023,武汉雷神山医院首个病区患者“清零”#抗疫#抗疫必胜
3024,武汉首个方舱医院—江汉方舱医院彻底关了！它是中国人民最珍贵的战疫回忆！#方舱医院#抗疫#中国加油 @抖音小助手
3025,武汉首座#抗疫主题天桥，玻璃幕墙上铭刻着援鄂医疗队的名字
3026,武隆人民医院成为重庆首批自愿自费预约新冠病毒核酸检测受理机构。#武隆 #抗疫 @抖音小助手
3027,每一件防护服下都有一个勇敢无畏的灵魂。北京加油！#抗疫 必胜！@北京四中院
3028,每一剂新冠疫苗都有电子身份证，这个“电子身份证”的作用是什么？#防控疫情我们在一起 #疫苗 #抗疫
3029,每个人都应该为这个社会做一份贡献，中国加油💪，北京加油💪#抗疫
3030,每个时代 都有不同的英雄 #正能量#抗疫 @河北日报  @抖音小助手
3031,每个时代有每个时代的英雄，相信站在先辈的肩膀上，我们必将再次赢得胜利。向所有大神和天使们致敬！#致敬 #抗疫
3032,每到生死关头，对你不离不弃的永远是国家！#正能量#抗疫
3033,每天都会被打几枪的，举手🙋#武汉加油 #抗疫 #温度记 #隔离 @抖音小助手
3034,每天都在进步，继续#坚持 乖乖听话，不辜负最美的逆风前行者#奋战 在#抗疫 最前线💪 静待樱花盛开，红棉盛放
3035,每当危难时刻，总有一群人冲在最前线保护我们。#抗疫 @抖音校园
3036,毒枭女儿派抗疫物资！#抗疫
3037,比利时网友P图讽刺在处理新冠肺炎过程中“袖手旁观”的欧盟，给补了一刀。@抖音小助手 #意大利 #欧盟 #抗疫
3038,比尔·盖茨再批#美国抗疫不力，同时称赞中国政府的#抗疫举措和取得的“惊人”成果。
3039,毛教员的今天：953年9月27日，防治血吸虫病 #抗疫 #新冠疫情 #历史上的今天
3040,民乐县人民医院护士长杨霞与护士杨海芸凯旋抵民，亲子相拥感人瞬间~🌹🌹#抗疫
3041,民众在美国多地的特朗普资产前摆放裹尸袋，抗议特朗普政府抗疫不力#美国 #全民防疫 #疫情全知道 #抗疫 @抖音
3042,民俗多元的塔城，疫情宣传也多元。#抗疫 #战胜疫情dou行动 #正能量 #宣传
3043,气愤！ #抗疫村干部上门劝说聚集村民，因拒绝对方摘口罩被打！
3044,水蜜桃小姐姐，真的是人美心善，豆瓣酱爱你！#致敬医护人员 #抗疫 #郫都区
3045,求赞，求转发！路仁兄弟为武汉改编翻唱《守江城》，感动！#抗疫 @抖音小助手
3046,汉中援鄂英雄凯旋归来#汉中 #抗疫 #援鄂医疗队
3047,汉中支援湖北抗疫医务人员名单 #汉中  #抗疫  #援鄂医疗队
3048,汉中火车站出站新规！#汉中头条 #健康码 #抗疫
3049,汕头出征支援湖北 #抗疫勇士，今天回家！
3050,汕头抗疫英雄，凯旋而归！最美逆行者！#抗疫 #汕头#抖音小助手
3051,江苏2名医护集体请战国际一线#江苏 #医护人员 #抗疫 疫
3052,江苏82名队员圆满完成抗疫任务从新疆返回江苏，辛苦了！#苏大强 #江苏 #抗疫 #新疆 #英雄
3053,江苏如皋的勇士们回来了！#抗疫#武汉加油#中国加油#凯旋#冠状病毒#中国一家人#致敬英雄 #湖北#江苏
3054,江苏小可爱！江苏徐州90后小护士从昆山返回徐州，激动的跳起了舞#江苏 #苏大强 #抗疫 #徐州 #护士
3055,江西一男子疫情期间强行冲卡暴力袭警被判刑#抗疫
3056,江西高安才子，为抗疫助力！#抗疫
3057,汪文斌：中国抗疫成就是对谬论的最好回答。#202#抗疫#战疫#中国必胜
3058,沈抚新区全民做核酸检测，期盼大李石平安顺利！💪💪💪😷😷😷🙏🙏🙏#稳住202 #抗疫
3059,沈阳做为共和国长子的东北老工业基地 今天生病😷了  希望大家能够与我一起祝愿沈阳早日康复 沈阳加油 #抗疫
3060,沈阳全民第二次核酸检测，向工作人员致敬！沈阳，加油！#全民核酸检测 #致敬医护人员 #抗疫 #防疫前线
3061,沈阳市第六人民医院负压病房，这里是与新型冠状病毒作斗争的战场。#抗疫 #负压病房
3062,沈阳汉威机械新年致辞!#新年快乐 #抗疫 #dou #记录生活 @DOU+小助手
3063,沈阳虽然不是我的家乡，但在沈阳已经生活了27年，早已经把沈阳当做自己的家乡了，沈阳加油!中国加油！  #抗疫
3064,沒有情人的情人节，他大爷的，还有多少天#抗疫
3065,沙特阿拉伯贴心为中国医疗队准备家乡美食油泼辣子面，你爱吃吗？@抖音小助手 #油泼面 #抗疫
3066,没想到30岁生日是这样的，一个匿名者的东京独居日记#独居 #抗疫 #vlog
3067,没想到朝阳区成了最危险的地方，大家做好防护，胜利在望！#抗疫 @抖音小助手
3068,没有一个冬天不会过去，也没有一个春天不会到来。滚蛋吧，新冠病毒君！#抗疫
3069,没有一个冬天不会过去，没有一个春天不会到来。加油！河北！加油！石家庄！ #抗疫  #山河无恙人间皆安
3070,没有一个冬天不可逾越，没有一个春天不会到来，在这场与病毒的抗争中，我们携手并肩共渡难关！#抗疫@抖音小助手
3071,没有一个春天不会到来，爱和希望比病毒传播得更快#滴滴与你在一起 #最美逆行者 #抗疫
3072,没有从天而降的英雄 只有挺身而出的凡人…#抗疫 #英雄
3073,没有华丽的语言没有贵重的物品 只是在这个传统的节日里感谢你们为全县人民安全的付出#端午安康#抗疫#送粽子❤️
3074,没有爷爷们的浴血奋战，哪来今日的强大祖国！祝您长命百岁！ #日本 #抗疫 @抖音小助手
3075,没有神的光环，却能治愈我们的内心 #只要平凡  @抖音小助手  #抗疫  #金曲
3076,没有蛋糕，抗“疫”一线护士李菲过了一个“特殊生日”！#抗疫 #致敬最美逆行者 @抖音小助手
3077,没毛病：防病毒，别摸嘴。 #抗疫  #美国
3078,没能去武汉支援感到很惭愧，今天回来小区里，趁大家睡觉给电梯消消毒，尽自己所能做的，感谢一线的医务人员 #抗疫
3079,没错，我们这里昨天确诊一个无症状感染者，现在出门需要戴上口罩，对自己负责，也对大家负责！#抗疫#加油
3080,河北保定我的家乡一定要坚持下去，陪老爹看完病我也会马上奔赴前线，向奋战在一线我的战友们致敬#抗疫 #河北
3081,河北加油，保定加油，河北必胜！众志成城，万众一心！#抗疫 #河北 #保定加油 #上热门
3082,河北加油💪中国加油💪相信我们会迎来一个更加美好的春天#抗疫
3083,河北医科大学第二医院神农架#抗疫 支援队 出发。湖北，我们河北来了！
3084,河北建设集团“两手抓”。一手抓抗击疫情，一手抓生产。截止到3月3日，公司累计开（复）工项目已达72个。#抗疫
3085,河北进入战时状态，石家庄一月六日起，全面启动核酸全员监测#河北疫情最新通报 #共同助力疫情防控 #抗疫
3086,河南发现一例无症状复阳者！一夜之间卫辉变了样子，全体医护人员行动了起来。卫辉加油！#抗疫 #致敬医护人员
3087,河南对所有类型密切接触者，以及武汉来豫返豫人员，免费检测！ #河南  #抗疫
3088,河南长垣的医疗物资装车待发#抗疫 #武汉加油 #长垣加油
3089,河南首支新冠肺炎疫苗在郑州开打#致敬医护人员 #疫情 #新冠肺炎疫情 #抗疫
3090,河源女老板拒隔离至百人感染 获刑十个月#抗疫@抖音小助手
3091,油菜花在蓝天的映衬下，娇艳无比！#宅家#抗疫#菜园里的风景
3092,治愈出院复阳不一定有传染性#钟南山#抗疫 @抖音小助手
3093,治疗一个新冠肺炎患者，轻的要十多万，重度要上百万，咱们国家全部免费，为咱祖国点赞吧！#抗疫 #爱国 #美国
3094,泌尿外科的医护们半小时筹集2700元善款送给家庭困难的病友。钱虽不多，但传递的是世间真爱！#医患关系 #抗疫
3095,法国教授还中国清白#抗疫#新冠肺炎
3096,法国疫情蔓延确诊超5万，宅家头痛干咳了两天，做了最坏打算，疫情不结束绝不回国，不给祖国添乱#我爱你中国#抗疫
3097,注意！考虑疫情防控等因素，原定于2020年6月25日举办的龙舟大赛推迟了#长垣市 #端午节 #抗疫  #龙舟
3098,泪奔的朋友圈，作为疫情最严重的我们，一线人员都在不眠不休的战斗，虐心、心痛、也为他们骄傲!加油!#吉林#抗疫
3099,泪目了！今天一起为它刷屏！#武汉 #抗疫
3100,泪目！今天，钟南山哽咽着说出这句话！#致敬 #钟南山 #钟南山院士 #抗疫 #长安宁夏 #感动
3101,泪目！烧烤店为抗疫医护人员免费配餐，全国各地的网友在线“云买单”#抗疫
3102,泪目，医生连续工作十几个小时体力透支，累倒了#向白衣天使致敬 #抗疫
3103,泰国志愿者，无名的抗疫英雄，向所参与抗疫的英雄们致敬~ #泰国 #抗疫
3104,洋气！科技助力#抗疫 ！瞅瞅它能干啥！@抖音小助手 @DOU+小助手
3105,洛宜快速通道中修工程开工建设，工期3个月 2020年2月20日至2020年5月20日#抗疫 #洛阳#宜阳
3106,洛阳市为防止输入型病例最新通告（3月5日）#疫情全知道 #抗疫 #境外输入病例 #正能量 @抖音小助手
3107,津城大筛，宝坻医务人员凯旋！#抗疫英雄 #抗疫@天津交警 @公安部交通管理局 @中国警察网
3108,洪湖市市长沈先武为海南援助洪湖医疗队代表颁发证书和奖杯。#抗疫 #海口 @抖音小助手
3109,活久见！超魔性#神曲 #PPAP 重现江湖！这次是#抗疫 洗手版！无限循环中！
3110,浑身是胆雄赳赳#京剧 #抗疫 和姥姥学了一段献丑了
3111,浙大儿院隔离病房护士长黄国兰：我们24小时轮流照顾宝宝“小汤圆”。#抗疫#@抖音小助手
3112,浙江商人非洲确诊后270万包机回国：国内无密切接触者#中国 #抗疫 #非洲
3113,浙江民企紧急复工，为疫区造防护服，助全国抗疫 #抗疫一线  #抗疫  #全民抗疫
3114,海南3名中学女生，两天筹款近20万元，为武汉送去60吨瓜菜！优秀的她们是中国的骄傲，#抗疫 @抖音小助手
3115,海南5名初中生3天筹款20万元，购买6万斤爱心水果驰援武汉方州医院，为他们点赞 #抗疫 @抖音小助手
3116,海南省医疗队星夜驰援#荆州 今天凌晨2点7分，第一批47名#抗疫 医护人员抵荆！@抖音小助手
3117,海外强力刺激 大水漫灌 我们为什么不跟？#财经#抗疫 #就业#涨知识
3118,海安各界迎接援鄂医护人员归来#黄石 #海安海安 #抗疫 @抖音小助手
3119,海安各界迎接援鄂英雄归来！辛苦了！#黄石 #海安海安 #抗疫 @抖音小助手
3120,海拉尔区启动首批新冠肺炎疫苗接种工作#疫苗 #新冠肺炎 #抗疫
3121,海航集团打通空中大动脉助力全球共同防疫 #抗疫#货运
3122,消毒消毒#抗疫
3123,消毒车有点可爱啊，其实印度做疫情防控还是不错的#印度 #全球疫情 #抗疫
3124,消灭你个熊样的#抗疫 #笑容助力全民dou战疫 @抖音创作者学院 @抖音小助手
3125,涉县防疫工作开始了，远离疫情，人人都平安健康#涉县 #硬核标语 #硬核宣传 #疫情 #抗疫 #疫情
3126,润凡公益，一直在行动~#抗疫 #抗击疫情我们在行动
3127,涿州范阳医院本着“有钱没钱都看病，花小钱看大病”的服务理念，特推出“惠民利民，免费领药”的活动。#抗疫 #医路
3128,淮安市向韩国、加拿大、日本捐赠的 #抗疫 物质陆续被顺利接收，各地纷纷向淮安表示感谢！#淮安看点 #抗击疫情
3129,淮安市第二人民医院支援淮安“方舱”医院，护理抗疫小分队#抗疫
3130,深切哀悼抗击新冠肺炎疫情牺牲烈士和逝世同胞#抗疫  #清明 #缅怀 @抖音小助手
3131,深切缅怀#山东 恩人张静静女士和所有为了伟大的#抗疫 事业献出宝贵生命的#白衣天使 们🙏🙏🙏🙏
3132,深圳8·4疫情源头查明！由香港输入的可能性大#新冠肺炎 #抗疫 #疫情全知道 #深圳
3133,深圳二所民警离家58天，孩子：我快不认得爸爸啦！向战疫一线的英雄致敬！  #抗疫
3134,深圳教师感染者6人，学生感染者共2人 #抗疫  #复课
3135,深圳累计27名师生感染新冠病毒 #抗疫 #学生复学
3136,清明时节，向逆行者致敬！赤子丹心昭日月，英雄肝胆映山河#抗疫 #致敬英雄 #4月4日全国哀悼 @抖音小助手
3137,清明时节，深切悼念牺牲烈士和逝世同胞。原，英雄走好，逝者安息，祖国富强。#抗疫，#清明雨上#全国哀悼
3138,清肺排毒汤的临床效用。#中医 #抗疫
3139,清零！刚刚，武汉重症患者实现清零！太不容易了！#抗疫 #武汉
3140,清零！治愈率00%，好心茂名，平安茂名，感恩天地！#茂名#抗疫#完胜
3141,清零！给力！原阳县3名确诊患者全部出院！3天无新增！#原阳网 #众志成城共抗疫情 #抗疫
3142,温情守护，不眠不休！每一个战“疫”阵地都有“逆行”英雄的坚守！#大连#抗疫#致敬医护人员
3143,温暖合集：希望春暖花开的时候，“打怪兽”的爸爸妈妈都能平安归来！ #抗疫 #加油
3144,温铁军：大疫为何止于野？中国抗疫成功的关键就在乡村！#观视频 #温铁军 #答案2020 #抗疫
3145,港版“方舱医院”，今日启用。#抗疫 #方舱医院 #香港
3146,港版健康码最快两周内推出#新冠 #通关 #健康码 #抗疫 #核酸检测 #香港 #防疫
3147,湖北一黄冈，蕲春，让我们永远记住这个挥洒汗水和泪水，一起拼过命的城市！#湖北蕲春 #抗疫
3148,湖北加油！宁夏加油！中国加油！#抗击肺炎 #抗疫 #湖北武汉加油
3149,湖北大妈出院，夸我大山东，为我大山东点赞！#山东#抗疫#最美医护者 @抖音小助手
3150,湖北孝昌人民热烈欢迎重庆援孝医疗队回家。#抗疫 @抖音小助手 @DOU+小助手
3151,湖北疫情防控越来越好，各地充满了烟火气息，这张通知单记录着湖北人抗疫之战终于取得了胜利#抗疫 #湖北 #歧视
3152,湖北省一级响应降为二级响应#抗疫
3153,湖北省委书记应勇，落泪了#湖北 #抗疫
3154,湖北荆州区撤销农村卡口，抗疫取得阶段性胜利！@抖音广告助手 @抖音小助手 #抗疫
3155,湖北鄂州首个抗疫见证物展览将于近日在鄂州市博物馆向市民开放#疫情见证物 #抗疫 #鄂州博物馆 #湖北
3156,湖北首批39万学子复学复课，加强检测，规范防疫#抗疫，严把“进校关”#复学
3157,湖北，零新增！#抗疫#抗疫必胜
3158,湖南常德石门3位民工参与#雷神山医院建设，捐出工资6.6万元#抗疫 👍
3159,湖州吴兴四叶草亲子公益小志愿者王康迪（东风小学学生）用手语为武汉#抗疫 加油，为一线奋战的叔叔阿姨们#加油！
3160,湘雅二医院援武汉金银潭医院医疗队：彼此相爱，共盼春来#护士 #抗疫
3161,滴滴司机的疫情防护措施，满满的安全感！#滴滴与你在一起#滴滴司机说#正能量#抗疫
3162,滴，37.6度，体温计报警了！大家的心一下子都提到了嗓子眼 #抗疫 @抖音小助手
3163,漏最少的面，致敬英雄！@人民日报 @抖音小助手 #卡点 #剪辑 #抗疫 #音乐 #热门
3164,漳州市第三医院向援鄂英雄发放超硬核奖励#表彰 #抗疫 #超硬核
3165,澳籍跑步女还能回家吗？回去了还要隔离十四天😂意大利疫情让人担忧😔#抗疫 #抖音小助手
3166,激动的心！“酒城人民我们胜利回来了！” #泸州 #抗疫
3167,激动的手抖在地图上画枸杞表达心情，居然画偏了，丢人丢到甘肃，好多人留言要我今天补作业画宁夏地图，来喽！#抗疫
3168,火神山#钟南山#抗疫
3169,火神山医院移交使用！中国速度！中国加油！武汉加油！#武汉加油 #抗疫
3170,火神山海军医疗队90后小姐姐，结束一天辛苦工作下班激动的跳起来，披上战衣让她们变得坚强。坐上公交累到睡着#抗疫
3171,火神山雷神山钟南山三山齐聚，中华儿女捐炎黄子孙捐李兰娟捐捐纷来！男医生女护士同心抗疫，医者同德万众一心。#抗疫
3172,点点星光，聚爱成海。祝愿疫情早日结束#成都疫情 #郫都加油 #抗疫 #成都中医药大学
3173,点菜式护理！医务人员手绘需求卡，重症患者指一下就秒懂 #医者仁心 #致敬白衣天使 #抗疫 @抖音小助手
3174,点赞武汉地铁的抗疫英雄主题专列❤️向英雄们致敬！谢谢你们救武汉救湖北救中国于水火之中！#武汉地铁 #抗疫
3175,点赞！宿州市立医院护士邱颖一线参与抗疫#抗疫 #宿州市立医
3176,点赞！宿州市立医院护士邱颖一线参与抗疫#抗疫 #宿州市立医院
3177,点赞！泸州医生刘勇获得全国抗疫先进个人表彰 #抗疫 #泸州
3178,煎跟熬都是变出美味的方式 加油也是 宅在家里做贡献 也不知这贡献做到啥时候#抗疫
3179,爱 配乐诗歌朗诵#朗诵#朗读#演讲#口才#素材tv#诗歌朗诵#视频背景#抗疫@DOU+小助手
3180,爱人是医护人员，正在一线抗击疫情！等你平安回来！#抗疫 #武汉加油 #等你平安归来
3181,爱比病毒离我们更近，期待春风敲响千家万户的那一刻。#志愿者 #抗疫
3182,牡丹江已经降为低风险地区，胜利就在眼前！但是我们还得坚持，加油！#抗疫 #胜利@抖音小助手
3183,特别提醒：最近去医院的朋友，不仅戴好口罩，还要注意手卫生，尤其不要忽视这一个地方。#抗疫 #医院@抖音小助手
3184,特朗普 #抗疫期间不忘警告 #伊朗：偷袭美军将付出惨重代价
3185,特朗普又双叒叕甩锅中国，被美国网友不留情面反驳！#全球疫情 #新冠病毒 #最新消息 #长安宁夏 #抗疫
3186,特朗普号召“解放密歇根“后，昨天一伙人持枪冲进了州议会 #美国 #抗疫 @抖音小助手
3187,特朗普拿中国搪塞躲锅未遂，_别问我，去问中国_在美国刷屏 #抗疫
3188,特朗普捐工资0万美元抗疫，白宫发言人推特晒支票。#抗疫 #美国
3189,特朗普给自己#抗疫 表现打满分，美国知名#记者 都震惊了
3190,特朗普给自己抗疫打A+，美国记者：没法忍！#新冠肺炎 #抗疫 #美国疫情
3191,特朗普被记者追问崩溃转身离开#美国 #抗疫
3192,特朗普：假新闻，下一个 #美国疫情  #抗疫
3193,特朗普：耽误抗疫，因为我被弹劾了#美国 #新冠肺炎 #抗疫 #战胜疫情dou行动 #疫情全知道 @抖音小助手
3194,特朗普：要不是我的团队 #抗疫， #美国早就亡国了！ #美国疫情
3195,特殊时期特殊举措！2万亿资金直达市县基层，直接惠企利民。#惠民政策 #最新政策 #抗疫 #基层 #惠企利民
3196,特殊的生日！休整期间黑河市援助湖北医疗队队员为队长庆生！ #致敬英雄   #抗疫
3197,狗扯羊皮评论员02_这个留学生太不懂事。#东北#抗疫#vlog我的日常
3198,独家！李兰娟、郑树森，院士伉俪情深，演绎最美爱情故事！网友：画面直抵人心！#致敬 #抗疫 #爱情@抖音小助手
3199,献给所有奋战#抗疫一线的热血#青年 ，你们勇于担当的样子#最美 ！为你们#点赞
3200,王炸，印度确诊病例5月中旬将达到220万人！#疫情全知道 #抗疫 #印度 #全球疫情
3201,王牌抗疫员准备开枪🔫#安徽蚌埠 #医务人员 #抗疫 @DOU+小助手
3202,王阶：从西汉至今，中国至少发生过350次以上的瘟疫流行。#聚焦2020全国两会 #抗疫
3203,环江毛南族自治县高级中学文艺晚会《你的答案》 #你的答案  #抗疫 #舞蹈表演 #环江高中
3204,现在是3点2分，还有没睡的吗？#抗疫
3205,现在物资紧缺了，边境封关，多种青菜三十年河东四十年河西，这日子快来了，#抗疫
3206,现在进入下半场，全球抗疫时间到了#全民抗疫 #抗疫 #抗疫一线 #全球疫情
3207,现征集抗击疫情原创短视频！你们的感动，让我们知道！欢迎投稿！#抗疫 #郫都
3208,珍惜荣誉，继续努力！#抗疫 #全国抗击新冠疫情表彰大会  @贵州公安
3209,瑞丽别怕我与你同在#抗疫 #瑞丽
3210,瑞丽封城，被困屋里，一个人没吃没喝。楼下超市大姐，每天家里吃饭，都多做一份给我，感动😭，中国好邻居。#抗疫
3211,瑞典国王承认抗疫政策失败，老胡有话要说#瑞典#抗疫#失败
3212,瓦房店全民核酸检测，共抗疫情！#共同助力疫情防控 #抗疫 #防控疫情我们在一起 #向一线工作者致敬 #瓦房店
3213,甘肃公布第三批具备新冠病毒核酸检测能力医疗卫生机构名单#甘肃 #抗疫 #抖音小助手
3214,甘肃又新增一例！#抗疫  #疫情实时播报 #抖音小助手
3215,甘肃支援武汉医疗队队员发来元宵节祝福#白衣天使 #抗疫 @抖音小助手
3216,甘肃支援武汉护理团队队旗在武汉的狂风暴雪中飞扬～雨过天晴，一切会好起来，右边红色是甘肃护理专业团队队旗#抗疫
3217,甘肃无新增境外输入新冠肺炎确诊病例 #防控疫情甘肃在行动 #抗疫
3218,甘肃渭源：武汉扛疫英雄今日归来！#热门 #上热门 #抗疫#英雄#我要上热门 #抗疫英雄#甘肃 #抗疫
3219,甘肃渭源：英雄回家！#抗疫 #甘肃 #湖北好久不见 #抗疫英雄 #我要上热门 #英雄 #最美逆行者 #逆行者
3220,甘肃省第二批支援武汉护理团队祝愿全天下女性节日快乐#抗疫 #战胜疫情甘肃在行动
3221,生于华夏，何其有幸，中国#抗疫 图鉴（下）#致敬英雄
3222,生活再难，也要充满期待。#抗疫 #送你一朵小红花 #手机摄影
3223,生生不见，岁岁平安  瑞丽加油！ #瑞丽  #抗疫
3224,用一城人换整个大连的安宁，很荣幸能成为这座城的一员，相信我们一定会渡过这次难关，金州加油！大连必胜#抗疫
3225,用平凡的点滴创造不平凡的价值《点燃平凡》3#不平凡的2020 #抗疫 #抖音小助手
3226,用平凡的点滴创造不平凡的价值《点燃平凡》4 完结篇#不平凡的2020 #抗疫 #抖音小助手
3227,用镜头记录郫都区抗疫点滴！感谢每一个参与此次战疫的英雄！#城市记忆 #抗疫 #感谢
3228,电影#最美逆行  @启杰 这次应该是最认真的向你比心了@演员程琤 #爱情 #抗疫
3229,男子不戴口罩被劝，下一秒竟动手袭警，谁给的豹子胆？#抗疫情宅家也是作贡献 #抗疫
3230,男子闯卡辱骂工作人员 恰巧遭遇全省警务比武亚军走户#新冠肺炎 #抗疫 #警察
3231,画面太心疼！连续奋战7天，大连抗疫人员烈日下中暑滚落台阶 #大连抗疫人员中暑滚落台阶 #抗疫 @抖音小助手
3232,留俄学子收到健康包后，写下家书感谢祖国！ #家书  #俄罗斯  #抗疫
3233,留存记“疫”！#天津#海河医院向天津#博物馆#捐赠#抗疫见证物@抖音小助手
3234,留给新冠的时间不多了#疫苗 #抗疫 #投资#热门
3235,疫情一线，我们一直在坚守岗位，不要松懈，再坚持坚持，就要迎来曙光，愿早日回春，山河无恙#抗疫
3236,疫情三天不让出门，我们作为高危险行业坚守岗位，为我们自己加油，井陉加油，石家庄加油💪#抗疫
3237,疫情下夜晚的洛城华人区 #海外疫情 #美国疫情 #抗疫 #生活 #海外华人 #疫情全知道
3238,疫情下的天使情怀，长情相伴，一路前行。#抗疫 @抖音校园
3239,疫情下的服務業谋生很难！想离开香港也难！#抗疫@抖音小助手
3240,疫情下的美国是什么样的呢？ #美国留学 #抗疫 #美国疫情
3241,疫情下香港晚上店铺八点开始陆续关门#抗疫 @抖音小助手
3242,疫情不容忽视，仍需大家努力。#抗疫
